,나이,성별,직장,수면어려움정도,워치유저,워치착용슬립,어플사용유무,어플명,어플사용이유,잠필요시기,해결법,잠필요시기1,해결법1,어플-슬립사이클,어플-필로우,어플-오토슬립,어플-슬립지,어플-슬립워치,어플-스노어랩,어플-슬립모니터,어플-SaA,어플-삼성,어플-워치,어플-애플,어플-샤오미,어플-calm,어플-Asmr,어플-유튜브,어플-기타,연령대,이유-알람,이유-수면 모니터링,이유-수면 분석 리포트,이유-수면 유도,"이유-코골이, 이갈이 등 녹음"
429,28,남성,시험 준비생,4,1,1,0,NO,NO,,,시험준비기간,그냥 계속 눈을 감고 있는다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
430,26,여성,직장인,5,0,0,1,슬립사이클,"코골이, 이갈이 등 녹음",3교대 후 ,억지로 누워있는다. 우튜브에서 숙면유도를 검색한다,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,1
431,19,여성,학생,7,0,0,1,모르겠어요,알람,평소,약먹기,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10대,1,0,0,0,0
432,23,남성,학생,7,0,0,0,NO,NO,,,잠이안올때,수면유도제,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
433,23,여성,학생,7,0,0,0,NO,NO,,,시험 기간,자려고 노력하거나 아님 영상을 본다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
434,23,여성,학생,7,0,0,0,NO,NO,,,시험기간,그냥 눈 감고있기..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
435,20,여성,학생,8,1,1,1,아이폰 기본 수면 어플,"알람, 수면 분석 리포트","시험 기간, 운전 전날",유튜브,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20대,1,0,1,0,0
436,24,남성,학생,2,1,1,0,NO,NO,,,"운동한날, 내일이 운동하는 날일때","수면 뇌파듣기, 자기최면걸기",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
437,25,남성,학생,10,0,0,0,NO,NO,,,시험기간,커피,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
438,22,여성,학생,9,0,0,0,NO,NO,,,하루 밤 새고 난 뒤,그냥 밤을 샌다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
439,25,남성,학생,8,0,0,0,NO,NO,,,시험기간,나중에 몰아서 자기,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
440,23,여성,학생,8,1,0,1,슬립사이클,"수면 모니터링, 수면 분석 리포트",매일밤,일단 폰 내리고 누워있는데 잠이 안와서 계속 폰을 보게된다. 악순환,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,1,1,0,0
441,22,여성,학생,8,1,1,0,NO,NO,,,매일,그냥 피곤해도 늦게잔다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
442,31,여성,직장인,4,0,0,0,NO,NO,,,출근 전날,휴대폰 하기,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30대,0,0,0,0,0
443,22,여성,학생,7,0,0,1,슬립모니터,"수면 모니터링, 수면 분석 리포트, 코골이, 이갈이 등 녹음",스트레스 받을 때,책을 읽는다,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20대,0,1,1,0,1
444,22,여성,학생,8,0,0,0,NO,NO,,,시험기간,핸드폰보기,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
445,26,남성,사업가,3,0,0,0,NO,NO,,,다음 날 일찍 일어나야 할 때,음악을 30분 타이머 걸어놓고 눕는다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
446,24,여성,학생,8,1,0,0,NO,NO,,,실습기간,침대에 누워있기,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
447,20,여성,학생,8,0,0,1,오토슬립,"수면 모니터링, 수면 분석 리포트, 코골이, 이갈이 등 녹음","시험기간에 특히, 평소에도.",Asmr,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,1,1,0,1
448,21,여성,학생,6,0,0,1,슬립타운,수면 분석 리포트,항상,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20대,0,0,1,0,0
449,22,남성,학생,4,1,1,1,필로우,수면 모니터링,시험기간,강아지 상어목뼈먹는 영상 틀어놈,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,1,0,0,0
450,25,남성,학생,10,0,0,0,NO,NO,,,약속,밤을 샌다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
451,23,남성,학생,8,0,0,0,NO,NO,,,항상...,의식적으로 아무생각안하기,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
452,26,남성,학생,6,0,0,0,NO,NO,,,다음날 일찍 일어나야 할 때,눈을 감고 기다린다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
453,23,여성,학생,7,0,0,0,NO,NO,,,시험기간,그냥 조용히 자려고노력,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
454,22,여성,학생,8,0,0,0,NO,NO,,,항상 잠은 필요합니다 ㅠㅠ,명상을 하고 있습니다 !,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
455,24,남성,학생,10,1,1,0,NO,NO,,,"시험전날, 약속전날",스트레칭을 통해 이완,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
456,23,여성,학생,8,0,0,1,슬립사이클,"수면 모니터링, 수면 분석 리포트, 수면 유도",평상시 밤에 꼭 자야할 때,누워서 유튜브를 보면 피로감이 생김asmr같은거 봄,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,1,1,1,0
457,25,여성,학생,8,0,0,1,Sleep Time (수면 주기 스마트 알람 시계),"알람, 수면 모니터링, 수면 분석 리포트",시험기간이나 다음날 중요한 시험이 있을 때,"유튜브로 ASMR을 듣거나 안대를 사용 (핸드폰 사용을 차단하기 위해서) 합니다. 가끔은 귀 지압을 하기도 하고, 자기 전에 스트레칭을 해주기도 합니다. 비타민 D도 챙겨먹고 되도록 오전에 커피를 마시려고 합니다. 정석 수면 자세가 아니라 제가 편한 자세를 취하기도 해요. 엎드려 잔다던가...ㅎㅎ 이렇게 해도 안 되면 해 뜨는 걸 보고 자요. 그 시간쯤 되면 알아서 잠이 오더라고요...",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20대,1,1,1,0,0
458,21,여성,학생,8,1,1,0,NO,NO,,,밀린 과제 밤샘 중 쪽잠,커피마시기 산택하기,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
459,28,여성,학생,8,1,0,0,NO,NO,,,월요일 아침전,478호흡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
460,24,남성,학생,3,1,1,0,NO,NO,,,"시험기간 짧은 낮잠, 새벽잠",Asmr듣기,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
461,22,여성,학생,8,0,0,0,NO,NO,,,"시험기간이 끝난 후, 중요한 날 전날밤",제과제빵 영상을 본다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
462,20,여성,학생,9,0,0,1,슬립사이클,수면 유도,"시험 기간, 방학, 스트레스 받을 때",운동을 하거나 수면 유도 음악이나 ASMR을 들음,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,1,0
463,23,여성,학생,8,0,0,0,NO,NO,,,"약속 잡힌 날, 시험 기간, 내일 아침 일정",다음날 에너지 드링크로 버팁니다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
464,23,남성,학생,5,0,0,0,NO,NO,,,늦게까지 잠을 못자 다음날의 생활리듬이 망가질때 ,나도모르게 잠들 때 까지 버티다가 잠들기,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
465,24,여성,학생,8,0,0,0,NO,NO,,,밤에 자야할때,눈감고 노력하거나 다른일을함,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
466,22,여성,학생,10,0,0,0,NO,NO,,,시험기간,유튜브 영상보며 피로하게 만들기,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
467,20,여성,학생,8,1,1,1,슬립사이클,수면 분석 리포트,시험 기간,ASMR 듣기,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,1,0,0
468,20,여성,학생,8,0,0,0,NO,NO,,,스트레스 받을 때,폰을 합니다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
469,22,여성,학생,2,0,0,0,NO,NO,,,평소 게임하고 난 뒤,졸릴 때까지 핸드폰으로 밤을 새운다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
470,21,여성,학생,2,0,0,1,슬립사이클,"수면 분석 리포트, 코골이, 이갈이 등 녹음","시험 기간, 아플 때","따뜻한 우유 마시기, 따뜻한 찜질팩 배 위에 올리기",,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,1,0,1
471,20,여성,학생,3,0,0,0,NO,NO,,,"시험기간, 아침시간","Asmr듣기, 그냥 눈 감고있기",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
472,23,여성,학생,9,0,0,1,잠 자는 시간 계산해주는 어플,수면 모니터링,프로젝트기간 시험기간 등,암막커튼사용,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,1,0,0,0
473,23,여성,학생,3,1,0,0,NO,NO,,,시험기간,그냥 잠이 올때까지 유튜브를 본다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
474,23,여성,학생,8,0,0,1,아이폰 건강앱,"수면 모니터링, 수면 분석 리포트",지각을 경험할때,무작정 눈감기,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20대,0,1,1,0,0
475,21,여성,학생,4,0,0,0,NO,NO,,,시험기간 짧게 자고도 개운했으면 좋겠습니다.,"1시간 30분 단위로 자면 좋다는 말을 들어 1:30, 3시간 이런식으로 짧게라도 자려고 합니다
그래도 피곤하면 밥먹고, 비타민을 먹습니다",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
476,22,여성,학생,9,0,0,0,NO,NO,,,머리아플때,그냥누워서있는다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
477,29,여성,학생,7,1,0,1,슬립사이클,수면 모니터링,"시험기간, 스트레스 받을 때",뜨거운물 샤워,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,1,0,0,0
478,20,여성,학생,2,0,0,1,필로우,알람,항상 잠을 많이잔다. 스트레스를 받았을때 가장 잠이 필요하다,무한도전을 본다,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,1,0,0,0,0
479,23,여성,학생,7,1,0,0,NO,NO,,,스트레스 받을 때,그냥 눈 감고 있기,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
480,28,여성,학생,1,1,0,1,슬립사이클,"알람, 수면 분석 리포트",시험기간 질 높은 수면,몰아서 오랜 시간 수면,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,1,0,1,0,0
481,22,여성,학생,7,0,0,1,슬립사이클,수면 유도,"시험기간, 몸이 안좋을 때",유튜브 음악을 틀어보거나 일어나서 책을 읽는다.,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,1,0
483,24,여성,학생,6,0,0,0,NO,NO,,,시험기간,양을 센다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
484,21,여성,학생,7,1,1,1,필로우,"수면 모니터링, 수면 분석 리포트",시험기간,낮잠,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,1,1,0,0
485,26,남성,학생,7,0,0,0,NO,NO,,,요즘,올때까지 기다린다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
486,28,남성,직장인,8,1,1,0,NO,NO,,,중요한 회사 업무 전 날,"차를 마시고 책을 읽어요
전자기기를 최대한 멀리 해요",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
487,25,남성,학생,5,0,0,1,기억이 안나용,"수면 분석 리포트, 코골이, 이갈이 등 녹음",일찍 자야할 때,눈감고 누워있기,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20대,0,0,1,0,1
488,27,여성,학생,8,1,0,1,Bettersleep,수면 유도,매일 밤 잘 자고 싶다,"계속 눈 감고 있지만 다른 생각이 들다가 어느 순간에 잠 든다.
핸드폰을 보거나 다른 것을 하면 오히려 잠이 안오고 차라리 공부처럼 지루한 것을 하면 금방 잠이 오는 경우가 있다. 하지만침대에서 몸을 일으키기 싫어 보통 눈 감고 있는다",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20대,0,0,0,1,0
489,22,여성,학생,10,0,0,1,슬립사이클,"알람, 수면 모니터링",매순간? 잠은 항상 꾸준히 시간대를 정해서 자야 한다고 생각하는데 그게 잘 안 되어서,쪽잠을 잔다,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,1,1,0,0,0
490,24,여성,시험 준비생,8,1,0,1,슬립워치,수면 분석 리포트,시험기간,수면유도제,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,1,0,0
491,24,여성,학생,8,1,1,1,오토슬립,수면 모니터링,시험기간ㅠㅠㅠㅠㅠㅠ ,나중에 몰아서 잔다.,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,1,0,0,0
492,26,남성,학생,2,0,0,0,NO,NO,,,수업 시간,아무것도 안하고 누워있기,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
493,24,여성,학생,8,0,0,0,NO,NO,,,"항상(학교 다닐 때, 알바할 때)",잠이 올 때까지 기다리거나 유튜브 수면 영상 or 라디오 등을 틀어놓음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
494,22,여성,학생,10,0,0,0,NO,NO,,,시험 전날,자지 않는다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
495,24,여성,학생,8,0,0,1,슬립워치,"수면 모니터링, 수면 분석 리포트, 코골이, 이갈이 등 녹음",시험기간,계속 누워있는다,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20대,0,1,1,0,1
496,22,여성,시험 준비생,3,0,0,0,NO,NO,,,집중해서 졸지 않고 공부를 해야할 때,유튜브 시청,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
497,22,여성,학생,7,0,0,0,NO,NO,,,시험기간..지금..,하루 잘못자고 담날 더일찍자려한다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
498,23,여성,취준생,7,0,0,0,NO,NO,,,평일 (수험생이라),몰아서잔다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
499,21,남성,학생,8,0,0,0,NO,NO,,,다음날 일찍 일어나야할때,잠 올때 까지 휴대폰,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
500,20,여성,학생,5,0,0,1,슬립사이클,수면 모니터링,시험기간,눈 감고 있기,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,1,0,0,0
501,35,남성,직장인,8,0,0,0,NO,NO,,,매일,우유먹는다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30대,0,0,0,0,0
502,20,여성,학생,8,0,0,1,슬립사이클,수면 분석 리포트,다음날 일찍 일어나야할때,명상음악듣기,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,1,0,0
503,22,여성,학생,7,1,0,0,NO,NO,,,"시험기간, 아르바이트 가기 전날",잔잔한 유튜브 틀어놓고 잠들어요,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
504,23,여성,학생,9,1,0,1,슬립 모니터,"수면 모니터링, 수면 분석 리포트",평소나 연주하기 전 ,음악감상,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20대,0,1,1,0,0
505,24,여성,학생,7,0,0,0,NO,NO,,,평상시,해결 못 함,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
506,20,여성,학생,7,0,0,0,NO,NO,,,시험기간,잠오는 asmr을 들음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
507,20,남성,학생,6,0,0,0,NO,NO,,,"시험기간, 늦게까지 핸드폰하다가 잠이안올때",잠이 올때까지 핸드폰을 한다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
508,22,남성,학생,8,1,1,0,NO,NO,,,시험기간,에너지드리으,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
509,21,여성,학생,7,1,0,1,슬립지,수면 분석 리포트,밤,안 잔다,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,1,0,0
510,21,여성,학생,7,0,0,1,슬립사이클,"수면 모니터링, 수면 분석 리포트",매일,음악을듣거나 양을셈,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,1,1,0,0
511,31,여성,학생,7,0,0,0,NO,NO,,,시험 기간,물을 마시거나 음식을 배부르게 먹고 다시 눕는다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30대,0,0,0,0,0
512,26,남성,학생,4,1,0,0,NO,NO,,,시험 직전,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
513,20,여성,학생,3,0,0,0,NO,NO,,,중요한 일을 앞둔 날,Asmr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
514,23,여성,학생,8,1,1,0,NO,NO,,,시험기간,너무 피곤해서 골아떨어질때까지 기다린다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
515,24,여성,학생,9,0,0,0,NO,NO,,,출장갈때,오르골을틀어둠,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
516,20,여성,학생,8,0,0,0,NO,NO,,,시험 기간  ,해결방법을 아직 찾지 못해서 잠에 들때까지 눈을 감고 있는다.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
517,25,여성,시험 준비생,9,0,0,0,NO,NO,,,시험기간,asmr듣기,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
518,20,여성,학생,8,0,0,0,NO,NO,,,시험보기 전이나 여행가기 전,몸을 따뜻하게 하고 잠자는 걸 시도해보고 안되면 그냥 휴대폰하며 밤을 새운다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
519,26,남성,학생,6,0,0,0,NO,NO,,,다음날 1교시 수업일때,불끄고 누워서 잠이올때까지 아무생각안하기,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
520,19,여성,학생,3,0,0,0,NO,NO,,,매일매일 하루 일과를 끝마치면 수면이 필요하다,계속 누워있는다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10대,0,0,0,0,0
521,24,남성,학생,7,1,1,0,NO,NO,,,피곤한데 잠이 안오는 불면증을 겪을 때. 불규칙적.,운동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
522,21,여성,학생,7,0,0,0,NO,NO,,,시험기간,잘때까지 뒤척이기,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
523,25,여성,시험 준비생,10,0,0,0,NO,NO,,,일찍일어나야할때,유튜브 틀어놓고 잠,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
524,26,남성,학생,8,0,0,0,NO,NO,,,항상,안대와 이어플러그 착용,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
525,22,여성,학생,2,0,0,0,NO,NO,,,졸릴 때,라면 먹음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
526,20,남성,학생,8,0,0,0,NO,NO,,,"중요한 일이 있는 전날 (공모전제출,시험,발표)",ASMR을 들으며 눈을감고 자려고 노력한다.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
527,23,여성,학생,3,0,0,1,기억안남.,수면 모니터링,딱히없는데.. 신경쓸게 많을때?,"계속 눈 감고있거나 양세기, 수면유도음악",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20대,0,1,0,0,0
528,23,여성,시험 준비생,9,1,0,0,NO,NO,,,언제나,유튜브로 수면유도 영상틀어놓고 자기,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
529,24,여성,프리랜서,10,0,0,1,기억이 안나요,"코골이, 이갈이 등 녹음",항상 매일 .. 피곤할 때,그냥 버텨요 언젠가는 자겠지 하고 계속 깨있는걸로 그냥 포기했어요,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20대,0,0,0,0,1
530,20,남성,학생,7,0,0,0,NO,NO,,,퇴근 후,잠이ㅜ안 올 것 같은 날은 마리 운동이나 외출로 피로를 쌓아둡니다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
531,23,여성,학생,8,1,1,1,가민,수면 분석 리포트,"시험기간, 일찍부터 일정이 있을 때",넷플릭스 헤드스페이스 인터렉티브에서 해변가 듣고 자기..? 넷플릭스 볼 거 없는데 이거 때문에 아직도 구독하고 있어요ㅠㅠ,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20대,0,0,1,0,0
532,22,여성,학생,10,0,0,0,NO,NO,,,시험기간,Asmr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
533,20,남성,학생,3,0,0,0,NO,NO,,,피곤,생각,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
534,23,여성,학생,3,0,0,0,NO,NO,,,머리아플때,노래틀기,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
535,22,여성,학생,8,0,0,0,NO,NO,,,항상 필요합니다.,핸드폰을 하거나 계속 누워서 잠에 들려고 노력합니다.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
536,22,여성,학생,10,0,0,0,NO,NO,,,시험기간,무작정 눈을 감고 있는다.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
537,23,여성,취준생,6,1,1,0,NO,NO,,,시험기간,멍때리며 졸릴때까지 기다린다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
538,22,여성,학생,3,1,1,0,NO,NO,,,시험기간,핸드폰,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
539,21,여성,학생,6,0,0,1,Asmr  아무앱,수면 유도,"알바 힘든날.. ,시험기간,  정신적으로 힘든날",바로 일어나서 과제하거나 핸드폰해서 눈을ㅊ아프게 한다,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20대,0,0,0,1,0
540,24,여성,학생,7,1,1,0,NO,NO,,,"기분이 좋지 않을 때, 시험 기간 등",가만히 누워 잠드려 노력한다.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
541,23,여성,학생,10,1,1,0,NO,NO,,,데이 실습가기 전,커피를 먹거나 포도당캔디룰 머거여,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
542,21,여성,학생,8,0,0,1,슬립사이클,수면 분석 리포트,시험 기간,ASMR,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,1,0,0
543,22,남성,학생,6,0,0,0,NO,NO,,,"항상, 다음날 운동/공부 집중할 필요 있을 때",최대한 눈을 감고 침대에 눕는다 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
544,25,여성,학생,8,0,0,0,NO,NO,,,시험기간,"음악 감상, 약",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
545,2,여성,학생,8,0,0,1,아이폰 기본 앱,수면 모니터링,시험기간,하루를 피곤하게 보낸다,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10세 미만,0,1,0,0,0
546,22,여성,학생,2,0,0,0,NO,NO,,,시험 기간,자려고 노력한다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
547,21,여성,학생,8,0,0,0,NO,NO,,,시간에 늦었고 내일 할 일이 있는데 잠이 안오는 순간,그냥 누워있거나 잠이 올때까지 폰이나 딴짓을 하다가 잔다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
548,20,여성,학생,10,0,0,1,핸드폰 기본 수면 어플,"수면 모니터링, 수면 분석 리포트",시험기간 전에 수면을 보충할 수 있을 때,눈감고 뒤척이기,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20대,0,1,1,0,0
549,20,여성,학생,6,0,0,0,NO,NO,,,불안해서 잠이 오지 않을때,따듯하게 몸을 데우거나 인형을 안고 잔다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
550,20,남성,학생,8,0,0,0,NO,NO,,,지금,밤새고 다음날 조금 일찍자기,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
551,20,남성,학생,10,0,0,0,NO,NO,,,긴장하는 일이 있을때 특히 못잡니다,명상해요,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
552,21,여성,학생,8,1,1,1,삼성헬스,"수면 모니터링, 수면 분석 리포트",시험 기간,그냥 잠이 올 때까지 눈을 감고 기다립니다,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20대,0,1,1,0,0
553,20,여성,학생,7,0,0,0,NO,NO,,,시험기간,"중간중간 자기, 커피마시기",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
554,23,여성,학생,2,0,0,0,NO,NO,,,시험기간,"asmr,방송",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
555,21,여성,학생,6,1,0,0,NO,NO,,,"늘, 이른 아침 일정이 있을 때",10분정도 명상이나 스트레칭을 하고 눕거나 유튜브로 수면 유도 음악을 켜놓고 잔다.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
